,Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,OI Chg,IV,Time
56,AAL,13.68,Put,15.0,2022-09-16,3.0,1.31,1.34,1.36,1.34,4091.0,51485.0,"+3,052",65.33%,2022-09-13
57,DOW,47.87,Put,51.0,2022-09-16,3.0,3.0,3.1,3.2,3.35,2620.0,3623.0,"+3,052",46.29%,2022-09-13
58,AAPL,153.84,Call,160.0,2022-09-16,3.0,0.3,0.31,0.31,0.31,151554.0,85995.0,"+3,007",36.78%,2022-09-13
59,AMD,77.03,Put,69.0,2022-09-16,3.0,0.1,0.11,0.11,0.11,5303.0,3483.0,"+3,001",75.08%,2022-09-13
60,FFIE,0.929,Put,1.0,2022-09-16,3.0,0.1,0.12,0.13,0.12,4984.0,5356.0,"+2,997",228.78%,2022-09-13
61,NIO,21.97,Call,21.0,2022-09-16,3.0,1.23,1.27,1.31,1.26,8121.0,10219.0,"+2,972",85.26%,2022-09-13
62,NIO,21.97,Put,21.5,2022-09-16,3.0,0.48,0.49,0.5,0.48,15945.0,3090.0,"+2,919",87.96%,2022-09-13
63,X,22.36,Call,24.5,2022-09-16,3.0,0.09,0.1,0.11,0.11,2855.0,5508.0,"+2,908",86.32%,2022-09-13
64,BBBY,8.37,Call,9.0,2022-09-16,3.0,0.29,0.31,0.32,0.32,10136.0,8849.0,"+2,866",185.25%,2022-09-13
65,UBER,31.32,Put,32.0,2022-09-16,3.0,1.03,1.07,1.1,1.13,757.0,3918.0,"+2,725",58.93%,2022-09-13
66,META,153.13,Put,162.5,2022-09-16,3.0,9.6,9.75,9.9,9.5,1444.0,7459.0,"+2,598",53.24%,2022-09-13
67,ASAN,25.42,Put,25.0,2022-09-16,3.0,0.7,0.75,0.8,0.7,3875.0,4525.0,"+2,595",98.34%,2022-09-13
68,AMZN,126.82,Put,130.0,2022-09-16,3.0,4.0,4.13,4.25,4.15,22060.0,39604.0,"+2,584",47.86%,2022-09-13
69,RKT,7.73,Call,7.5,2022-09-16,3.0,0.31,0.33,0.36,0.31,850.0,2854.0,"+2,550",61.66%,2022-09-13
70,CCJ,29.78,Call,33.0,2022-09-16,3.0,0.11,0.12,0.13,0.13,16536.0,20523.0,"+2,541",90.45%,2022-09-13
71,META,153.13,Put,165.0,2022-09-16,3.0,11.95,12.1,12.25,12.2,5846.0,34544.0,"+2,538",60.65%,2022-09-13
72,PINS,24.59,Call,25.0,2022-09-16,3.0,0.55,0.6,0.64,0.62,15952.0,22919.0,"+2,509",89.97%,2022-09-13
73,TSLA,292.13,Put,289.17,2022-09-16,3.0,3.85,4.0,4.15,4.05,9105.0,3554.0,"+2,490",51.59%,2022-09-13
74,NVDA,131.31,Put,117.5,2022-09-16,3.0,0.17,0.19,0.21,0.19,938.0,4817.0,"+2,477",75.85%,2022-09-13
75,BBBY,8.37,Call,10.0,2022-09-16,3.0,0.14,0.16,0.17,0.15,8137.0,16405.0,"+2,458",203.36%,2022-09-13
76,BAC,34.0,Put,33.5,2022-09-16,3.0,0.32,0.33,0.34,0.32,4968.0,4945.0,"+2,423",43.67%,2022-09-13
77,MSFT,251.99,Call,270.0,2022-09-16,3.0,0.12,0.16,0.2,0.13,7035.0,25683.0,"+2,385",41.54%,2022-09-13
78,NIO,21.97,Call,22.5,2022-09-16,3.0,0.44,0.45,0.46,0.44,13955.0,14282.0,"+2,380",83.39%,2022-09-13
79,AMD,77.03,Call,86.0,2022-09-16,3.0,0.09,0.1,0.1,0.1,9835.0,6738.0,"+2,287",71.88%,2022-09-13
80,FLEX,18.36,Call,19.0,2022-09-16,3.0,0.05,0.13,0.2,0.15,2321.0,5715.0,"+2,249",57.44%,2022-09-13
81,TWTR,41.74,Put,39.5,2022-09-16,3.0,0.22,0.25,0.28,0.24,1696.0,3580.0,"+2,234",66.72%,2022-09-13
82,PTON,9.91,Put,10.0,2022-09-16,3.0,0.46,0.46,0.47,0.47,11652.0,8806.0,"+2,181",117.94%,2022-09-13
83,PYPL,95.01,Put,90.0,2022-09-16,3.0,0.46,0.49,0.52,0.51,14430.0,17958.0,"+2,178",64.31%,2022-09-13
84,TSLA,292.13,Put,270.0,2022-09-16,3.0,0.47,0.49,0.51,0.51,21448.0,26037.0,"+2,155",60.29%,2022-09-13
85,AAPL,153.84,Put,152.5,2022-09-16,3.0,1.51,1.53,1.55,1.55,55793.0,24079.0,"+2,131",39.04%,2022-09-13
86,GME,27.85,Call,32.0,2022-09-16,3.0,0.1,0.11,0.12,0.12,2812.0,5084.0,"+2,105",112.09%,2022-09-13
87,PINS,24.59,Put,24.0,2022-09-16,3.0,0.52,0.54,0.57,0.52,1521.0,3018.0,"+2,048",88.97%,2022-09-13
88,TSLA,292.13,Call,303.33,2022-09-16,3.0,1.19,1.25,1.31,1.2,24842.0,8907.0,"+2,043",45.27%,2022-09-13
89,UPST,24.97,Put,27.5,2022-09-16,3.0,2.76,2.91,3.05,2.74,3071.0,3724.0,"+1,997",132.91%,2022-09-13
90,ORCL,76.04,Call,75.0,2022-09-16,3.0,1.58,1.73,1.89,1.86,4347.0,19172.0,"+1,996",46.52%,2022-09-13
91,AMC,9.72,Put,9.0,2022-09-16,3.0,0.17,0.18,0.18,0.17,6140.0,15782.0,"+1,973",130.07%,2022-09-13
92,TSLA,292.13,Put,305.0,2022-09-16,3.0,13.35,13.75,14.15,13.65,5116.0,3404.0,"+1,967",43.51%,2022-09-13
93,NIO,21.97,Call,21.5,2022-09-16,3.0,0.92,0.94,0.96,0.93,6121.0,3993.0,"+1,931",84.79%,2022-09-13
94,AMZN,126.82,Put,132.0,2022-09-16,3.0,4.9,5.53,6.15,5.48,3212.0,7122.0,"+1,930",39.90%,2022-09-13
95,MOS,52.61,Call,50.0,2022-09-16,3.0,2.86,3.11,3.35,3.1,2018.0,3638.0,"+1,918",76.98%,2022-09-13
96,GOOG,105.31,Call,114.0,2022-09-16,3.0,0.05,0.08,0.1,0.1,684.0,3781.0,"+1,901",52.03%,2022-09-13
97,NIO,21.97,Put,22.0,2022-09-16,3.0,0.7,0.72,0.73,0.7,12326.0,1973.0,"+1,897",86.40%,2022-09-13
98,OXY,65.34,Call,67.0,2022-09-16,3.0,0.67,0.7,0.72,0.71,5481.0,3408.0,"+1,889",57.74%,2022-09-13
99,SNOW,187.43,Call,200.0,2022-09-16,3.0,0.9,0.93,0.95,0.91,4734.0,5667.0,"+1,877",68.17%,2022-09-13
100,TSLA,292.13,Put,298.33,2022-09-16,3.0,8.35,8.65,8.95,8.8,6049.0,4453.0,"+1,863",48.25%,2022-09-13
101,META,153.13,Put,160.0,2022-09-16,3.0,7.45,7.6,7.75,7.5,11058.0,30651.0,"+1,822",50.64%,2022-09-13
102,AMC,9.72,Call,11.5,2022-09-16,3.0,0.1,0.11,0.12,0.11,3490.0,2839.0,"+1,788",168.16%,2022-09-13
103,AMD,77.03,Call,85.0,2022-09-16,3.0,0.11,0.11,0.12,0.12,10221.0,9021.0,"+1,782",68.29%,2022-09-13
104,FUBO,4.61,Put,4.5,2022-09-16,3.0,0.2,0.21,0.21,0.2,3344.0,3364.0,"+1,775",152.82%,2022-09-13
105,COIN,75.25,Put,75.0,2022-09-16,3.0,2.88,2.97,3.05,3.0,5729.0,11811.0,"+1,775",115.25%,2022-09-13
106,PLUG,28.91,Call,31.0,2022-09-16,3.0,0.22,0.23,0.24,0.22,2992.0,3110.0,"+1,752",83.58%,2022-09-13
107,AMZN,126.82,Put,133.0,2022-09-16,3.0,5.6,6.15,6.7,6.37,2573.0,7003.0,"+1,740",39.90%,2022-09-13
108,TSLA,292.13,Put,285.0,2022-09-16,3.0,2.6,2.67,2.73,2.66,43209.0,6514.0,"+1,738",52.94%,2022-09-13
109,AAPL,153.84,Put,150.0,2022-09-16,3.0,0.82,0.84,0.85,0.85,94509.0,102054.0,"+1,737",41.48%,2022-09-13
110,OXY,65.34,Put,65.0,2022-09-16,3.0,1.16,1.19,1.21,1.18,3765.0,17576.0,"+1,723",57.14%,2022-09-13
111,ORCL,76.04,Call,77.0,2022-09-16,3.0,0.6,0.68,0.76,0.73,11137.0,4125.0,"+1,722",41.38%,2022-09-13
112,OXY,65.34,Call,68.0,2022-09-16,3.0,0.45,0.46,0.47,0.47,3441.0,3701.0,"+1,717",58.85%,2022-09-13
113,GME,27.85,Call,30.0,2022-09-16,3.0,0.3,0.31,0.32,0.3,7332.0,12945.0,"+1,711",99.35%,2022-09-13
114,FTCH,10.67,Call,11.0,2022-09-16,3.0,0.26,0.29,0.31,0.3,2908.0,6367.0,"+1,689",113.59%,2022-09-13
115,GME,27.85,Put,27.0,2022-09-16,3.0,0.64,0.66,0.67,0.67,1255.0,3232.0,"+1,671",105.12%,2022-09-13
116,NVDA,131.31,Put,130.0,2022-09-16,3.0,2.51,2.57,2.62,2.56,22109.0,17785.0,"+1,662",67.34%,2022-09-13
117,F,14.74,Put,15.0,2022-09-16,3.0,0.41,0.42,0.43,0.41,53844.0,125842.0,"+1,642",48.05%,2022-09-13
118,BBBY,8.37,Call,9.5,2022-09-16,3.0,0.2,0.22,0.23,0.21,3906.0,5348.0,"+1,632",191.38%,2022-09-13
119,MARA,12.82,Put,14.0,2022-09-16,3.0,1.43,1.46,1.48,1.44,643.0,2567.0,"+1,620",144.31%,2022-09-13
120,F,14.74,Put,15.5,2022-09-16,3.0,0.76,0.8,0.84,0.8,1660.0,10060.0,"+1,611",47.35%,2022-09-13
121,NIO,21.97,Call,20.5,2022-09-16,3.0,1.65,1.68,1.71,1.65,1374.0,6899.0,"+1,554",87.38%,2022-09-13
122,UBER,31.32,Put,31.0,2022-09-16,3.0,0.53,0.55,0.58,0.54,1668.0,3570.0,"+1,553",61.28%,2022-09-13
123,LCID,16.1,Call,16.5,2022-09-16,3.0,0.23,0.25,0.27,0.25,9332.0,3394.0,"+1,534",71.07%,2022-09-13
124,BBBY,8.37,Put,8.5,2022-09-16,3.0,0.59,0.6,0.6,0.59,6785.0,5748.0,"+1,529",171.70%,2022-09-13
125,TWTR,41.74,Put,41.5,2022-09-16,3.0,0.59,0.61,0.63,0.63,2263.0,2476.0,"+1,521",49.64%,2022-09-13
126,AMD,77.03,Call,84.0,2022-09-16,3.0,0.15,0.16,0.16,0.16,4610.0,4546.0,"+1,495",66.01%,2022-09-13
127,DKNG,17.35,Put,16.5,2022-09-16,3.0,0.2,0.22,0.23,0.22,3394.0,3855.0,"+1,492",88.80%,2022-09-13
128,BBBY,8.37,Put,9.0,2022-09-16,3.0,0.92,0.94,0.95,0.93,2958.0,9725.0,"+1,484",178.76%,2022-09-13
129,LUMN,9.15,Put,10.0,2022-09-16,3.0,0.81,0.87,0.93,0.84,576.0,5138.0,"+1,479",100.34%,2022-09-13
130,AMD,77.03,Put,77.0,2022-09-16,3.0,1.75,1.77,1.78,1.78,6149.0,2648.0,"+1,475",64.69%,2022-09-13
131,INTC,29.29,Put,29.5,2022-09-16,3.0,0.61,0.62,0.63,0.6,3252.0,2490.0,"+1,466",47.53%,2022-09-13
132,CCL,10.24,Put,10.0,2022-09-16,3.0,0.17,0.18,0.19,0.18,4009.0,47871.0,"+1,459",77.81%,2022-09-13
133,TSLA,292.13,Put,301.67,2022-09-16,3.0,10.7,11.02,11.35,11.0,2254.0,2670.0,"+1,450",45.12%,2022-09-13
134,NVDA,131.31,Call,148.0,2022-09-16,3.0,0.1,0.11,0.12,0.1,3835.0,2982.0,"+1,445",69.72%,2022-09-13
135,ARRY,19.92,Put,22.5,2022-09-16,3.0,2.6,2.68,2.75,2.65,984.0,1888.0,"+1,439",97.82%,2022-09-13
136,RIVN,38.76,Call,43.0,2022-09-16,3.0,0.12,0.14,0.15,0.13,3397.0,1936.0,"+1,435",84.98%,2022-09-13
137,PYPL,95.01,Put,96.0,2022-09-16,3.0,2.39,2.45,2.51,2.38,1720.0,2098.0,"+1,420",55.71%,2022-09-13
138,CPRX,15.3,Call,15.0,2022-09-16,3.0,0.55,1.18,1.8,0.6,2200.0,3239.0,"+1,420",78.83%,2022-09-13
139,NVDA,131.31,Put,135.0,2022-09-16,3.0,5.2,5.28,5.35,5.42,26280.0,16917.0,"+1,406",64.42%,2022-09-13
140,ARRY,19.92,Put,17.5,2022-09-16,3.0,0.05,0.08,0.1,0.1,787.0,1970.0,"+1,374",115.12%,2022-09-13
141,PLUG,28.91,Call,30.0,2022-09-16,3.0,0.45,0.46,0.46,0.45,3556.0,29039.0,"+1,364",83.48%,2022-09-13
142,LCID,16.1,Put,17.0,2022-09-16,3.0,0.98,1.02,1.05,1.1,966.0,2655.0,"+1,342",70.77%,2022-09-13
143,PLTR,7.48,Put,7.5,2022-09-16,3.0,0.17,0.18,0.19,0.18,4761.0,4000.0,"+1,339",62.94%,2022-09-13
144,AMZN,126.82,Call,137.0,2022-09-16,3.0,0.1,0.21,0.31,0.11,6554.0,8031.0,"+1,322",50.04%,2022-09-13
145,AAL,13.68,Put,14.0,2022-09-16,3.0,0.47,0.49,0.5,0.47,9410.0,14360.0,"+1,308",56.60%,2022-09-13
146,NOW,452.38,Call,500.0,2022-09-16,3.0,0.25,0.33,0.4,0.33,537.0,1816.0,"+1,304",59.78%,2022-09-13
147,NVDA,131.31,Put,140.0,2022-09-16,3.0,8.9,9.25,9.6,9.33,6114.0,14610.0,"+1,288",68.42%,2022-09-13
148,TSLA,292.13,Put,290.83,2022-09-16,3.0,4.55,4.7,4.85,4.75,18327.0,2587.0,"+1,287",51.21%,2022-09-13
149,ZS,181.22,Call,200.0,2022-09-16,3.0,0.1,0.14,0.18,0.14,2124.0,2838.0,"+1,285",59.66%,2022-09-13
150,META,153.13,Call,165.0,2022-09-16,3.0,0.26,0.27,0.28,0.27,19368.0,33001.0,"+1,282",56.75%,2022-09-13
151,FSR,8.88,Call,8.5,2022-09-16,3.0,0.44,0.46,0.48,0.45,1889.0,2006.0,"+1,273",65.30%,2022-09-13
152,HAS,79.89,Put,82.5,2022-09-16,3.0,2.6,2.85,3.1,2.29,1250.0,1514.0,"+1,250",36.43%,2022-09-13
153,NCLH,14.4,Call,15.0,2022-09-16,3.0,0.18,0.19,0.2,0.18,967.0,12318.0,"+1,243",77.43%,2022-09-13
154,AMD,77.03,Put,83.0,2022-09-16,3.0,6.1,6.23,6.35,6.0,2326.0,3491.0,"+1,242",67.67%,2022-09-13
155,NIO,21.97,Put,19.5,2022-09-16,3.0,0.08,0.09,0.1,0.1,2861.0,3295.0,"+1,242",105.40%,2022-09-13
156,ET,11.68,Put,11.5,2022-09-16,3.0,0.1,0.11,0.11,0.1,6318.0,5757.0,"+1,239",41.46%,2022-09-13
157,TWTR,41.74,Put,41.0,2022-09-16,3.0,0.41,0.49,0.57,0.45,4995.0,5207.0,"+1,229",51.23%,2022-09-13
158,GOLD,15.55,Put,15.5,2022-09-16,3.0,0.19,0.2,0.21,0.2,1842.0,4055.0,"+1,225",39.64%,2022-09-13
159,AMD,77.03,Put,80.0,2022-09-16,3.0,3.6,3.63,3.65,3.6,19676.0,22615.0,"+1,218",61.12%,2022-09-13
160,AAL,13.68,Put,13.5,2022-09-16,3.0,0.21,0.22,0.23,0.23,3529.0,3365.0,"+1,213",63.64%,2022-09-13
161,DKNG,17.35,Put,17.0,2022-09-16,3.0,0.36,0.38,0.4,0.37,10038.0,2245.0,"+1,208",85.00%,2022-09-13
162,RIOT,7.63,Put,7.0,2022-09-16,3.0,0.1,0.11,0.11,0.1,4750.0,5664.0,"+1,191",121.79%,2022-09-13
163,TSLA,292.13,Put,294.17,2022-09-16,3.0,6.05,6.25,6.45,6.29,22402.0,2744.0,"+1,190",49.38%,2022-09-13
164,BAC,34.0,Put,34.0,2022-09-16,3.0,0.48,0.5,0.51,0.5,9934.0,16699.0,"+1,172",40.66%,2022-09-13
165,LCID,16.1,Put,16.0,2022-09-16,3.0,0.34,0.37,0.39,0.35,6867.0,7432.0,"+1,167",68.80%,2022-09-13
166,AMZN,126.82,Put,127.5,2022-09-16,3.0,2.51,2.61,2.7,2.66,5314.0,5955.0,"+1,149",50.36%,2022-09-13
167,AMD,77.03,Put,78.0,2022-09-16,3.0,2.27,2.29,2.31,2.33,14636.0,2870.0,"+1,149",63.17%,2022-09-13
168,BBBY,8.37,Call,10.5,2022-09-16,3.0,0.1,0.11,0.12,0.12,1517.0,6212.0,"+1,146",220.51%,2022-09-13
169,TSLA,292.13,Call,306.67,2022-09-16,3.0,0.68,0.73,0.78,0.69,11732.0,9016.0,"+1,142",44.72%,2022-09-13
170,KR,49.37,Call,51.0,2022-09-16,3.0,0.11,0.14,0.16,0.12,2142.0,2035.0,"+1,118",34.35%,2022-09-13
171,AMC,9.72,Put,9.5,2022-09-16,3.0,0.35,0.36,0.37,0.37,5461.0,2306.0,"+1,117",136.07%,2022-09-13
172,BA,147.31,Put,142.0,2022-09-16,3.0,0.91,1.0,1.08,0.99,825.0,1268.0,"+1,117",55.69%,2022-09-13
173,INTC,29.29,Put,30.5,2022-09-16,3.0,1.24,1.32,1.4,1.33,1284.0,5860.0,"+1,102",46.90%,2022-09-13
174,SOFI,5.84,Put,6.0,2022-09-16,3.0,0.22,0.24,0.25,0.23,11369.0,17213.0,"+1,100",63.51%,2022-09-13
175,AMZN,126.82,Put,124.0,2022-09-16,3.0,1.17,1.23,1.29,1.28,6562.0,5736.0,"+1,096",53.86%,2022-09-13
176,NVDA,131.31,Put,142.0,2022-09-16,3.0,10.75,11.08,11.4,11.2,2021.0,2088.0,"+1,095",73.11%,2022-09-13
177,FSR,8.88,Call,9.0,2022-09-16,3.0,0.15,0.16,0.18,0.16,3920.0,2785.0,"+1,094",66.19%,2022-09-13
178,FAZE,14.17,Call,14.0,2022-09-16,3.0,0.75,0.88,1.0,0.9,687.0,1725.0,"+1,082",159.31%,2022-09-13
179,RIVN,38.76,Put,35.0,2022-09-16,3.0,0.16,0.18,0.19,0.17,1728.0,6230.0,"+1,080",93.04%,2022-09-13
180,SAVA,30.87,Call,33.0,2022-09-16,3.0,0.65,0.75,0.85,0.85,511.0,1379.0,"+1,062",147.86%,2022-09-13
181,SNOW,187.43,Call,210.0,2022-09-16,3.0,0.1,0.15,0.2,0.15,2123.0,2666.0,"+1,058",67.43%,2022-09-13
182,GME,27.85,Put,28.0,2022-09-16,3.0,1.06,1.11,1.15,1.11,2928.0,1883.0,"+1,057",102.60%,2022-09-13
183,TSLA,292.13,Put,283.33,2022-09-16,3.0,2.11,2.2,2.29,2.22,11946.0,22333.0,"+1,056",53.44%,2022-09-13
184,BMY,71.04,Put,69.0,2022-09-16,3.0,0.2,0.23,0.26,0.23,4386.0,11154.0,"+1,052",35.81%,2022-09-13
185,INTC,29.29,Put,30.0,2022-09-16,3.0,0.92,0.93,0.94,0.91,12969.0,17303.0,"+1,052",45.90%,2022-09-13
186,BBBY,8.37,Put,8.0,2022-09-16,3.0,0.32,0.33,0.33,0.32,5876.0,12758.0,"+1,051",163.40%,2022-09-13
187,OXY,65.34,Call,71.0,2022-09-16,3.0,0.11,0.12,0.13,0.12,930.0,4452.0,"+1,043",62.17%,2022-09-13
188,SNAP,11.77,Put,12.0,2022-09-16,3.0,0.46,0.47,0.48,0.45,11577.0,21473.0,"+1,042",80.07%,2022-09-13
189,GE,70.84,Put,75.0,2022-09-16,3.0,4.15,4.35,4.55,4.16,1094.0,7022.0,"+1,033",24.72%,2022-09-13
190,PINS,24.59,Call,25.5,2022-09-16,3.0,0.4,0.43,0.45,0.45,1208.0,3502.0,"+1,031",91.10%,2022-09-13
